"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00069429,4c1,Achieving Minorities,E01013766,Leicester 027G,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8686"
"E00069433,4c1,Achieving Minorities,E01013766,Leicester 027G,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8687"
"E00069435,4c1,Achieving Minorities,E01013759,Leicester 027C,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8688"
"E00069436,4c1,Achieving Minorities,E01013756,Leicester 027A,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8689"
"E00069437,4c1,Achieving Minorities,E01013759,Leicester 027C,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8690"
"E00069439,4c1,Achieving Minorities,E01013759,Leicester 027C,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8691"
"E00069440,4c1,Achieving Minorities,E01013757,Leicester 027B,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8692"
"E00069441,4c1,Achieving Minorities,E01013757,Leicester 027B,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8693"
"E00069453,4c1,Achieving Minorities,E01013767,Leicester 037C,3b,Asian traits,E02006815,Leicester 037,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8694"
"E00069454,4c1,Achieving Minorities,E01013768,Leicester 037D,3d,Households in terraces and flats,E02006815,Leicester 037,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8695"
"E00068278,4a2,Social Renting New Arrivals,E01013528,Derby 005C,3c,Highly qualified professionals,E02002800,Derby 005,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8696"
"E00068279,4a2,Social Renting New Arrivals,E01013522,Derby 008A,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8697"
"E00068294,4a2,Social Renting New Arrivals,E01013525,Derby 008D,3d,Households in terraces and flats,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8698"
"E00068336,8d1,Young Hard-Pressed Families,E01013533,Derby 007A,4c,Hampered neighbourhoods,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8699"
"E00068302,4a2,Social Renting New Arrivals,E01013522,Derby 008A,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8700"
"E00068379,4a2,Social Renting New Arrivals,E01013542,Derby 017C,3b,Asian traits,E02002812,Derby 017,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8701"
"E00068341,8d1,Young Hard-Pressed Families,E01013535,Derby 007B,4c,Hampered neighbourhoods,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8702"
"E00068412,4a2,Social Renting New Arrivals,E01013547,Derby 011A,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8703"
"E00068344,8d1,Young Hard-Pressed Families,E01013535,Derby 007B,4c,Hampered neighbourhoods,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8704"
"E00068417,4a2,Social Renting New Arrivals,E01013554,Derby 011D,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8705"
"E00068558,8d1,Young Hard-Pressed Families,E01013581,Derby 004D,4c,Hampered neighbourhoods,E02002799,Derby 004,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8706"
"E00068422,4a2,Social Renting New Arrivals,E01013554,Derby 011D,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8707"
"E00068564,8d1,Young Hard-Pressed Families,E01013582,Derby 006E,5d,Endeavouring social renters,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8708"
"E00068615,4a1,Private Renting Young Families,E01013584,Derby 029A,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8709"
"E00068441,4a2,Social Renting New Arrivals,E01013547,Derby 011A,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8710"
"E00068609,4a2,Social Renting New Arrivals,E01013591,Derby 026F,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8711"
"E00068610,4a2,Social Renting New Arrivals,E01013591,Derby 026F,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8712"
"E00171188,4a2,Social Renting New Arrivals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8713"
"E00171194,4a2,Social Renting New Arrivals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8714"
"E00171200,4a2,Social Renting New Arrivals,E01033166,Derby 018F,7a,Urban cultural mix,E02002813,Derby 018,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8715"
"E00171225,4a2,Social Renting New Arrivals,E01033172,Derby 024F,7a,Urban cultural mix,E02002819,Derby 024,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8716"
"E00171228,4a2,Social Renting New Arrivals,E01013595,Derby 014B,5a,Ageing urban communities,E02002809,Derby 014,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8717"
"E00171229,4a2,Social Renting New Arrivals,E01033171,Derby 024E,3d,Households in terraces and flats,E02002819,Derby 024,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8718"
"E00067927,2a1,Student Communal Living,E01013460,Derby 013E,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8719"
"E00068298,2a1,Student Communal Living,E01013524,Derby 008C,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8720"
"E00068303,2a1,Student Communal Living,E01013524,Derby 008C,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8721"
"E00171197,2a1,Student Communal Living,E01013551,Derby 011C,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8722"
"E00171214,2a1,Student Communal Living,E01013524,Derby 008C,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8723"
"E00171215,2a1,Student Communal Living,E01013524,Derby 008C,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8724"
"E00171217,2a1,Student Communal Living,E01013524,Derby 008C,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8725"
"E00067918,2a3,Students and Professionals,E01013460,Derby 013E,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8726"
"E00067942,2a3,Students and Professionals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8727"
"E00068070,2a3,Students and Professionals,E01013479,Derby 013F,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8728"
"E00068291,2a3,Students and Professionals,E01013523,Derby 008B,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8729"
"E00068292,2a3,Students and Professionals,E01013529,Derby 005D,3c,Highly qualified professionals,E02002800,Derby 005,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8730"
"E00068293,2a3,Students and Professionals,E01013522,Derby 008A,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8731"
"E00068300,2a3,Students and Professionals,E01013523,Derby 008B,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8732"
"E00068304,2a3,Students and Professionals,E01013522,Derby 008A,1a,Cosmopolitan student neighbourhoods,E02002803,Derby 008,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8733"
"E00068401,2a3,Students and Professionals,E01013551,Derby 011C,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8734"
"E00068403,2a3,Students and Professionals,E01013551,Derby 011C,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8735"
"E00068414,2a3,Students and Professionals,E01013551,Derby 011C,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8736"
"E00068420,2a3,Students and Professionals,E01013554,Derby 011D,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8737"
"E00068421,2a3,Students and Professionals,E01013554,Derby 011D,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8738"
"E00068435,2a3,Students and Professionals,E01013547,Derby 011A,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8739"
"E00068442,2a3,Students and Professionals,E01013547,Derby 011A,1a,Cosmopolitan student neighbourhoods,E02002806,Derby 011,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8740"
"E00068568,8d1,Young Hard-Pressed Families,E01013581,Derby 004D,4c,Hampered neighbourhoods,E02002799,Derby 004,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8741"
"E00068660,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8742"
"E00068662,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8743"
"E00068663,4c1,Achieving Minorities,E01013607,Leicester 008B,7b,Young ethnic communities,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8744"
"E00171211,4a1,Private Renting Young Families,E01013558,Derby 015C,3b,Asian traits,E02002810,Derby 015,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8745"
"E00068684,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8746"
"E00068686,4c1,Achieving Minorities,E01013605,Leicester 003F,7a,Urban cultural mix,E02002829,Leicester 003,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8747"
"E00068688,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8748"
"E00068689,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8749"
"E00068690,4c1,Achieving Minorities,E01013605,Leicester 003F,7a,Urban cultural mix,E02002829,Leicester 003,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8750"
"E00068691,4c1,Achieving Minorities,E01013606,Leicester 008A,3b,Asian traits,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8751"
"E00068692,4c1,Achieving Minorities,E01013607,Leicester 008B,7b,Young ethnic communities,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8752"
"E00068693,4c1,Achieving Minorities,E01013607,Leicester 008B,7b,Young ethnic communities,E02002834,Leicester 008,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8753"
"E00068745,4c1,Achieving Minorities,E01013618,Leicester 001C,3d,Households in terraces and flats,E02002827,Leicester 001,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8754"
"E00068747,4c1,Achieving Minorities,E01013623,Leicester 004E,7a,Urban cultural mix,E02002830,Leicester 004,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8755"
"E00068754,4c1,Achieving Minorities,E01013616,Leicester 001B,3d,Households in terraces and flats,E02002827,Leicester 001,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8756"
"E00068758,4c1,Achieving Minorities,E01013618,Leicester 001C,3d,Households in terraces and flats,E02002827,Leicester 001,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8757"
"E00068780,4c1,Achieving Minorities,E01013623,Leicester 004E,7a,Urban cultural mix,E02002830,Leicester 004,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8758"
"E00068787,4c1,Achieving Minorities,E01013627,Leicester 007C,7b,Young ethnic communities,E02002833,Leicester 007,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8759"
"E00068789,4c1,Achieving Minorities,E01013624,Leicester 007A,7b,Young ethnic communities,E02002833,Leicester 007,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8760"
"E00068790,4c1,Achieving Minorities,E01013627,Leicester 007C,7b,Young ethnic communities,E02002833,Leicester 007,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8761"
"E00068795,4c1,Achieving Minorities,E01013629,Leicester 007D,7b,Young ethnic communities,E02002833,Leicester 007,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8762"
"E00068811,4c1,Achieving Minorities,E01013627,Leicester 007C,7b,Young ethnic communities,E02002833,Leicester 007,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8763"
"E00068814,4c1,Achieving Minorities,E01013639,Leicester 028D,7a,Urban cultural mix,E02002854,Leicester 028,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8764"
"E00068838,4c1,Achieving Minorities,E01013635,Leicester 029A,7a,Urban cultural mix,E02002855,Leicester 029,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8765"
"E00068839,4c1,Achieving Minorities,E01013635,Leicester 029A,7a,Urban cultural mix,E02002855,Leicester 029,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8766"
"E00068841,4c1,Achieving Minorities,E01013636,Leicester 029B,3b,Asian traits,E02002855,Leicester 029,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8767"
"E00068843,4c1,Achieving Minorities,E01013636,Leicester 029B,3b,Asian traits,E02002855,Leicester 029,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8768"
